instance_idx,instance,epsilon,runtime
0,[0. 0. 0.],0.347,68.71258401870728
1,[0. 0. 1.],0.351,57.61537194252014
2,[0.67135415 0.         0.80862193],0.015,62.14031219482422
3,[0.59911885 0.42687414 0.14988035],0,0
4,[0.39693827 0.1334947  0.98092795],0.087,56.795387744903564
5,[1.         1.         0.71771021],0,0
6,[0.39560762 0.         0.        ],0.149,67.9734091758728
7,[0.         0.2887055  0.40360339],0,0
8,[0.3644607  0.91542888 0.69970927],0,0
9,[0.55104346 0.         0.        ],0.071,65.88787841796875
10,[0.30773812 0.         0.68299064],0,0
11,[1.         0.66172459 0.22185476],0,0
12,[0.89177529 0.81218665 0.99779768],0,0
13,[0.90518302 0.77050519 1.        ],0,0
14,[0.33600609 1.         1.        ],0,0
15,[0.13770023 0.73116416 0.73695228],0,0
16,[0.44681275 0.46626558 0.49694514],0,0
17,[0.92396154 0.43130718 0.86101227],0,0
18,[0.33614738 0.88377582 0.93369136],0,0
19,[0.44640654 0.51050374 0.9556838 ],0,0
20,[0.71694846 0.41444959 0.2110276 ],0,0
21,[0.30602403 0.66669208 0.15160459],0,0
22,[0.90656975 0.15568324 0.94613988],0,0
23,[0.29047264 0.97202956 0.72741637],0,0
24,[0.49092355 0.45133218 0.66900602],0,0
25,[0.57709794 0.20745144 0.19611086],0,0
26,[0.49879272 0.94454179 0.63899746],0,0
27,[0.04934988 0.8098063  0.74846389],0,0
28,[0.90627438 0.06479532 0.76854126],0,0
29,[0.03224134 0.61142398 0.26570391],0.029,63.70409798622131
30,[0.20506974 0.87505863 0.08785089],0,0
31,[0.50957381 0.84953607 0.23556909],0,0
32,[0.18845427 0.88108813 0.4254172 ],0,0
33,[0.70993488 0.         0.36085647],0,0
34,[0.14871332 0.67526078 0.06294499],0,0
35,[0.95457203 0.         0.75216758],0,0
36,[0.         0.24103983 0.84164204],0,0
37,[0.13909774 0.16574803 0.71173437],0,0
38,[0.37279446 0.01864346 1.        ],0,0
39,[0.13326863 0.01143147 0.33156869],0,0
40,[0.60774537 0.75040917 0.09238465],0,0
41,[0.32333135 0.00571993 0.43968127],0,0
42,[0.76193921 0.74777954 0.90893548],0,0
43,[0.75139458 0.87596605 0.70536839],0,0
44,[0.46201203 0.20947696 0.65929175],0,0
45,[0.30194309 0.08026563 0.43882073],0,0
46,[0.8732321  0.10693632 0.58076014],0,0
47,[0.38035086 0.51218257 0.12417554],0,0
48,[0.96015259 0.24460435 0.60262257],0,0
49,[0.40776971 0.         0.55280821],0,0
50,[0.12216857 0.0402389  0.01003802],0,0
51,[0.14323744 0.08083417 0.6326365 ],0,0
52,[0.49830694 1.         0.94217088],0,0
53,[0.99574612 0.22211862 0.43558684],0,0
54,[0.23491233 0.59372758 0.62134247],0,0
55,[0.79696342 0.71622285 0.2409075 ],0,0
56,[0.41110603 0.52635117 0.        ],0,0
57,[0.01468437 0.40468189 0.10795036],0,0
58,[0.7187693  0.23081076 0.09637692],0,0
59,[0.16430573 0.22113625 0.21572662],0,0
60,[0.51107081 0.46235207 0.30948892],0,0
61,[0.63487398 0.20137757 0.91530569],0,0
62,[0.96361585 0.73635138 0.43536257],0,0
63,[0.50162359 0.58320273 0.04710826],0,0
64,[0.4059906  0.52518546 0.17905445],0,0
65,[0.07431104 0.81271522 0.36679629],0,0
66,[0.50950906 0.93576379 0.61479886],0,0
67,[0.27460386 1.         0.37292996],0,0
68,[0.         0.69112983 0.09778661],0.005,61.70204830169678
69,[0.29283271 0.8519822  0.67779407],0,0
70,[0.         0.44888213 0.41195612],0,0
71,[0.47829022 0.19701302 0.5927061 ],0,0
72,[0.05907377 0.27584618 0.37361551],0,0
73,[0.93548767 0.06060667 0.76144643],0,0
74,[0.17969886 0.57330553 0.39277844],0,0
75,[0.45525925 0.76184002 0.3960891 ],0,0
76,[0.10784492 0.10744504 0.07682473],0,0
77,[0.84881128 0.64522653 0.96921062],0,0
78,[0.68866428 0.00687275 0.66418018],0.001,60.65886878967285
79,[0.77468941 0.7307032  0.50054443],0,0
80,[0.34778834 0.45469499 0.8058425 ],0,0
81,[0.25760971 0.52643907 0.47984766],0,0
82,[0.95525082 0.81442429 0.94118042],0,0
83,[0.83450217 0.2886939  0.23021511],0,0
84,[0.48126748 0.25000016 0.42919105],0,0
85,[0.67491773 0.93273779 0.58981882],0,0
86,[0.8160352  0.08069919 0.35651718],0,0
87,[0.99904824 0.13306002 0.41814147],0,0
88,[0.05200338 0.070551   0.90407692],0,0
89,[0.98977932 0.65257047 0.1255513 ],0,0
90,[0.28552537 0.2213041  0.67592697],0,0
91,[0.67691048 0.43585491 0.52698156],0,0
92,[0.09801828 0.54155009 0.95933438],0,0
93,[0.75288323 0.08091375 0.5193754 ],0,0
94,[0.71177025 0.24777867 0.90346413],0,0
95,[0.45293625 0.70969095 0.40534716],0,0
96,[0.99638793 0.79212029 0.57717116],0,0
97,[0.13127976 0.43827588 0.02492967],0,0
98,[0.58948606 0.89466097 0.17824183],0,0
99,[0.50302014 0.48102636 0.40610976],0,0
100,[0.70678049 0.95147411 0.71110869],0,0
101,[0.46469481 0.97768624 0.33080634],0,0
102,[0.7425425  0.66334528 0.76817087],0,0
103,[0.85084834 0.21436382 0.62569913],0,0
104,[0.39371004 0.6721355  0.98704042],0,0
105,[0.62984031 0.         0.46664116],0,0
106,[0.70791625 0.89680156 0.65496901],0,0
107,[0.81422094 0.00569144 0.95252428],0,0
108,[0.72611345 0.61202676 0.91404739],0,0
109,[0.88402003 0.09141907 0.8229959 ],0,0
110,[0.76430122 0.19336279 0.75054644],0,0
111,[0.58039442 0.18508674 0.81139207],0,0
112,[0.1242684  0.61807642 0.43603668],0,0
113,[0.24209396 0.57051148 0.46921742],0,0
114,[0.19255629 0.98277598 0.06902374],0,0
115,[0.         0.48750889 0.84489073],0,0
116,[0.65823053 0.76453556 0.48740052],0,0
117,[0.67470253 0.33262657 0.26606442],0,0
118,[0.5020492  0.01638211 0.07611204],0,0
119,[0.75420605 0.16677775 0.7566469 ],0,0
120,[0.7847553  0.40423807 0.68025194],0,0
121,[0.78781493 0.87705001 0.13200217],0,0
