instance_idx,instance,epsilon,runtime
0,"[0.36393491 0.45088859 0.65375971 0.69020303 0.74653695 0.27812703
 0.48400273 0.13742099 0.27481037 0.49073117]",0,0
1,"[0.17880718 0.43344182 0.0374166  0.73750799 0.10017466 0.18177733
 0.74532667 0.44226984 0.55311033 0.60920139]",0,0
2,"[0.14218586 0.2038336  0.24468748 0.32137005 0.89181398 0.21352343
 0.13111773 0.26883913 0.13189098 0.82909832]",0,0
3,"[0.54981621 0.45295506 0.38466721 0.65257874 0.23943003 0.52354303
 0.38954998 0.66838049 0.87147149 0.65815396]",0,0
4,"[0.53773941 0.06593621 0.09410928 0.53886448 0.71748037 0.49488051
 0.72861765 0.54951737 0.82339875 0.21588893]",0,0
5,"[0.22565088 0.29356939 0.7860285  0.63832581 0.06793479 0.73531952
 0.30714975 0.86358601 0.27771622 0.10187692]",0,0
6,"[0.53708365 0.10775912 0.27340373 0.041622   0.98694963 0.48730821
 0.28654703 0.16788163 0.60460024 0.00493046]",0,0
7,"[0.70761927 0.84790289 0.32437141 0.76309892 0.80521671 0.82686354
 0.53536825 0.76350878 0.03406427 0.19132631]",0,0
8,"[0.41497556 0.0497644  0.32016899 0.19976569 0.66635077 0.2361296
 0.75988349 0.53609596 0.38955706 0.61412092]",0,0
9,"[0.86037719 0.28972146 0.89189042 0.47650535 0.40740365 0.84234438
 0.11404385 0.86494867 0.27748737 0.77581147]",0,0
10,"[0.96787972 0.52786076 0.29758199 0.36530063 0.08491931 0.63039623
 0.44462177 0.56254088 0.88532888 0.44985717]",0,0
11,"[0.59766    0.54265342 0.44788965 0.66046164 0.08833757 0.35879126
 0.20659153 0.21530573 0.11925024 0.22115219]",0,0
12,"[0.77588994 0.01466712 0.33911164 0.72093247 0.90762644 0.0533466
 0.99119657 0.97131085 0.08963507 0.403375  ]",0,0
13,"[0.5830475  0.62445043 0.77109517 0.22188493 0.50389211 0.19424694
 0.93794034 0.90820407 0.9522493  0.13617211]",0,0
14,"[0.84917799 0.64476996 0.03436498 0.11488918 0.72700623 0.27355192
 0.4016158  0.61863086 0.05355931 0.09948821]",0,0
15,"[0.3883067  0.09863811 0.08392023 0.76299648 0.68533077 0.49091166
 0.45258356 0.9147435  0.46874062 0.17676866]",0,0
16,"[0.34757625 0.50297419 0.04044624 0.67222959 0.88816494 0.73495795
 0.83989529 0.97882344 0.49292274 0.42295962]",0,0
17,"[0.59663536 0.03469118 0.97799032 0.93119855 0.51204751 0.62110603
 0.34473167 0.45911914 0.0950578  0.34979223]",0,0
18,"[0.85892674 0.08092303 0.13444291 0.62151694 0.93763905 0.56045474
 0.51930544 0.86184499 0.20560991 0.00212317]",0,0
19,"[0.68736071 0.61423784 0.8325663  0.33205075 0.06700753 0.22654485
 0.23398685 0.32922079 0.64899338 0.27162426]",0,0
20,"[0.24249556 0.9240696  0.22757185 0.55282087 0.24623067 0.71748572
 0.61245908 0.73046158 0.40369071 0.16171675]",0,58.144981384277344
21,"[0.17510671 0.07824604 0.52122055 0.83212075 0.67707461 0.78305788
 0.0634047  0.44092182 0.30017322 0.23223827]",0,0
22,"[0.9891021  0.20911727 0.83154533 0.45966056 0.43136447 0.98770921
 0.79335176 0.695391   0.65851801 0.64538497]",0,0
23,"[0.59655268 0.42151539 0.20306697 0.08692486 0.91270681 0.41795135
 0.51668716 0.15887783 0.54450677 0.89465838]",0,0
24,"[0.01167931 0.00724231 0.10340169 0.60665582 0.83819444 0.95119679
 0.73141592 0.72628261 0.18886838 0.0660887 ]",0,0
25,"[0.8964502  0.06446808 0.78546953 0.32631091 0.55544149 0.41784344
 0.8163381  0.68762152 0.90825433 0.71046062]",0,0
26,"[0.53106478 0.54402591 0.1096366  0.03398443 0.30468033 0.41117095
 0.0634169  0.70140806 0.29763608 0.48924083]",0,0
27,"[0.47976033 0.03683099 0.03431729 0.54665938 0.04775648 0.69088706
 0.1292096  0.22398467 0.75081214 0.14675453]",0,0
28,"[0.43538458 0.24853382 0.32652379 0.84188786 0.21733992 0.2065115
 0.43756248 0.40182228 0.428559   0.52610122]",0,0
29,"[0.55613576 0.81670291 0.26337733 0.13476996 0.33459279 0.80161091
 0.45085652 0.35527661 0.54894149 0.07741359]",0,0
30,"[0.66037042 0.1109946  0.08693108 0.97555935 0.07967601 0.75250593
 0.12020214 0.59664552 0.47266238 0.20609217]",0,0
31,"[0.71754663 0.00229709 0.92654368 0.47665701 0.58121926 0.42054966
 0.21063862 0.24836365 0.7622828  0.99660746]",0,0
32,"[0.28655059 0.54487614 0.07908031 0.03743799 0.06839559 0.53996672
 0.89924065 0.52731022 0.50801764 0.58382539]",0,0
33,"[0.02529901 0.91436167 0.58416913 0.50565509 0.05038531 0.62216795
 0.68698551 0.88130481 0.21483112 0.26840755]",0,0
34,"[0.66982486 0.19783277 0.78475382 0.97241427 0.19377892 0.34724878
 0.93657386 0.19605505 0.79164612 0.58270189]",0,0
35,"[0.81389698 0.64831593 0.24440891 0.92479056 0.99226858 0.52686783
 0.07287234 0.37975344 0.62359959 0.87883916]",0,0
36,"[0.66879646 0.85700715 0.65960052 0.64160234 0.3904918  0.79907757
 0.2950799  0.29284345 0.13067455 0.63473647]",0,0
37,"[0.8099305  0.5555026  0.06996216 0.92811643 0.601869   0.61264252
 0.87197634 0.91927629 0.4491441  0.49479907]",0,0
38,"[0.34254533 0.89918263 0.9072726  0.91094388 0.96304923 0.6711171
 0.15169386 0.47783966 0.62414054 0.44016501]",0,0
39,"[0.09866004 0.3777498  0.03853809 0.79129594 0.35904123 0.77484178
 0.16852309 0.39191526 0.02312383 0.77297986]",0,0
40,"[0.61656361 0.21933834 0.2821465  0.94734083 0.15534997 0.91831051
 0.59885826 0.88134347 0.84312814 0.83366028]",0,0
41,"[0.85107407 0.85950659 0.60106069 0.30452297 0.7703329  0.33479896
 0.44375824 0.72204162 0.67087253 0.4829962 ]",0,0
42,"[0.60701964 0.42173974 0.08878421 0.19209881 0.29822387 0.01201684
 0.91541109 0.71307597 0.62038829 0.36307942]",0,0
43,"[0.45342647 0.62104094 0.27996534 0.18282893 0.2338051  0.64546875
 0.080829   0.15486977 0.36034456 0.52768521]",0,0
44,"[0.68250085 0.51708674 0.19123993 0.88206814 0.87761298 0.14991475
 0.29955458 0.6988852  0.49821052 0.96333796]",0,0
45,"[0.1776768  0.10000573 0.59694289 0.14755812 0.74150957 0.5691919
 0.58987896 0.5234573  0.80050564 0.08058996]",0,0
46,"[0.6449258  0.72002049 0.10060284 0.11777143 0.52542869 0.87760356
 0.639984   0.12190448 0.78779113 0.04694566]",0,0
47,"[0.49827266 0.36892868 0.94698751 0.48603351 0.35416595 0.10395644
 0.11059389 0.63264462 0.21243005 0.30126564]",0,0
48,"[0.94220008 0.9149877  0.72969514 0.13693216 0.51582995 0.53225361
 0.43868292 0.48313466 0.43561419 0.7886092 ]",0,0
49,"[0.28148024 0.53885467 0.16832105 0.45540482 0.34397136 0.25827287
 0.56529193 0.3844225  0.49633607 0.36140415]",0,0
50,"[0.64418155 0.75862888 0.92544219 0.86535834 0.12224501 0.78820942
 0.15989084 0.00435701 0.51780208 0.22354381]",0,0
51,"[0.30265799 0.68770841 0.38878332 0.30868149 0.77295195 0.84995608
 0.36149952 0.12615763 0.67430508 0.85117017]",0,0
52,"[0.19165296 0.35993209 0.68244899 0.15344842 0.42624643 0.94876154
 0.16607969 0.07126567 0.96324495 0.84202709]",0,0
53,"[0.43930087 0.57062759 0.05397777 0.32730407 0.03566142 0.55760751
 0.32342791 0.52730695 0.38194058 0.27209875]",0,0
54,"[0.96536221 0.11876458 0.65374273 0.96354779 0.76663952 0.88955783
 0.34371834 0.79379092 0.2121436  0.74133764]",0,0
55,"[0.26339896 0.22906614 0.35019906 0.95606995 0.74856865 0.0057817
 0.98492407 0.30577836 0.63388805 0.80992305]",0,0
56,"[0.36794185 0.02081977 0.61735138 0.33297484 0.22276442 0.57133755
 0.33396052 0.565037   0.57484961 0.17196524]",0,0
57,"[0.22518691 0.82353886 0.83527804 0.05665995 0.07649409 0.66330648
 0.77249532 0.01891885 0.18154018 0.0891166 ]",0,0
