instance_idx,instance,epsilon,runtime
0,[0. 0. 0.],0,0
1,[1. 0. 1.],0,0
2,[0. 1. 0.],0.331,59.41795468330383
3,[1.         0.         0.34770238],0,0
4,[0.1427066  0.         0.18707783],0,0
5,[0.63000649 1.         0.21664584],0,0
6,[0.54819776 0.92079589 1.        ],0,0
7,[0.65563879 0.         0.        ],0,0
8,[0.79977801 0.52675473 0.23018434],0,0
9,[0.961587   0.13480547 0.5447588 ],0,0
10,[0.94839805 0.00300508 0.67494422],0,0
11,[0.61014154 0.70685759 0.94699161],0,0
12,[0.24189147 0.55561104 0.64321941],0,0
13,[0.89283222 0.28467489 0.58829963],0,0
14,[0.84628472 0.91318294 0.79503081],0,0
15,[0.88498938 0.93563209 0.872873  ],0,0
16,[0.49995745 0.44015579 0.7103133 ],0,0
17,[0.68728259 0.87848905 0.19579611],0,0
18,[0.72212574 0.         0.05548588],0,0
19,[0.16032879 0.22421066 0.75769163],0,0
20,[0.77122695 0.53093144 0.4038731 ],0.321,68.3268883228302
21,[0.03907633 0.08527139 0.63965451],0,0
22,[0.14879265 0.31917111 1.        ],0,0
23,[0.73023139 0.59061351 0.70273858],0,0
24,[0.53630303 0.68838001 0.1670463 ],0,0
25,[0.91440797 0.         0.20679281],0,0
26,[0.01636376 0.10137204 0.68307812],0,0
27,[0.         0.98091708 0.42585797],0,0
28,[0.46272345 0.32368445 0.4819365 ],0,0
29,[0.58269858 0.22278363 0.15007513],0,0
30,[0.39296732 0.96402052 0.63628042],0,0
31,[0.37940875 0.23288475 0.75746589],0,0
32,[1.         0.37484812 0.28552871],0,0
33,[0.25520799 0.97095995 1.        ],0,0
34,[0.1773691  0.         0.07536703],0,0
35,[0.61848665 0.64664092 0.85925519],0,0
36,[0.30690578 0.69640836 0.44467208],0,0
37,[0.12614071 1.         0.01742692],0,0
38,[0.30674994 0.81819426 0.13988861],0,0
39,[0.         0.75040229 0.70734372],0,0
40,[0.17215615 0.38521143 0.44702657],0,0
41,[0.15858267 0.86132462 0.55137779],0,0
42,[0.62542472 0.64463431 0.13219745],0,0
43,[0.58418066 0.10478635 0.29917939],0.023,64.75022959709167
44,[0.57880605 0.22067786 0.39317483],0,0
45,[0.70870108 0.88025096 0.082914  ],0.399,70.28590178489685
46,[0.44058537 0.01059862 0.1506964 ],0,0
47,[0.08573393 0.63673146 0.0910503 ],0,0
48,[0.96791864 0.13522036 0.76361254],0,0
49,[0.16784798 0.97241793 0.74103374],0,0
50,[0.88976917 0.09764031 0.83937487],0,0
51,[0.11336866 0.93674936 0.7890026 ],0,0
52,[0.27975133 0.75370076 0.78461287],0,0
53,[0.03197254 0.00460839 0.5078015 ],0,0
54,[0.12241341 0.64255586 0.04709991],0,0
55,[0.51003299 0.20045808 0.04244153],0,0
56,[0.85362367 0.59826448 0.0240362 ],0,0
57,[0.96473925 0.78333099 0.69219319],0.399,70.6976990699768
58,[0.57810215 0.23059489 0.99425776],0.071,65.74954605102539
59,[0.22066379 0.90013425 0.11601962],0,0
60,[0.30475537 0.90186985 0.70000604],0,0
61,[0.189755   0.08122662 0.34221794],0,0
62,[0.61907387 0.95718101 0.71687123],0.399,71.03939127922058
63,[0.31349276 0.20063807 0.26564321],0,0
64,[0.44272129 0.7725079  0.010428  ],0,0
65,[0.15988076 0.75810609 0.8501768 ],0.115,64.79040193557739
66,[0.5419359  0.99848096 0.00169207],0,0
67,[0.42425929 0.38454394 0.19132747],0,0
68,[0.26410093 0.21491726 0.29221477],0,0
69,[0.95069555 0.2586713  0.02217696],0,0
70,[0.85778141 0.17201314 0.66529933],0.203,64.67968511581421
71,[0.35100446 0.16525972 0.61912951],0,0
72,[0.77460672 0.52591917 0.40355734],0.321,67.67956233024597
73,[0.8397312  0.03033196 0.4999994 ],0,0
74,[0.79145671 0.35766792 0.93680584],0,0
75,[0.5813145  0.58502207 0.72507393],0,0
76,[0.39648888 0.32562285 0.92555788],0,0
77,[0.33842669 0.79033082 0.62043907],0,0
78,[0.49844774 0.09089438 0.2085764 ],0.023,65.28584504127502
79,[0.07792974 0.62656807 0.83549614],0.011,63.77141499519348
80,[0.21706288 0.97025899 0.33383054],0,0
81,[0.59537542 0.4824538  0.69314578],0,0
82,[0.69631997 0.51654062 0.86745414],0,0
83,[0.37312475 1.         0.40319807],0.345,68.45964503288269
84,[0.96538782 0.9625014  0.53692957],0,0
85,[0.69638544 0.09171438 0.80080329],0,0
86,[0.96714093 0.484289   0.27590464],0,0
87,[0.55258351 0.89018183 0.03761872],0,0
88,[0.91119578 0.17808772 0.08628023],0,0
89,[0.65354414 0.64132824 0.5311671 ],0,0
90,[0.71100051 1.         0.50750175],0,0
91,[0.9706483  0.17144877 0.56463345],0,0
92,[0.79131987 0.75435377 0.68507023],0,0
93,[0.96761379 0.         0.42359455],0,0
94,[0.71844121 0.28976786 0.19478551],0,0
95,[0.6361969  0.53425673 0.88099217],0,0
96,[0.20292527 0.64922692 0.38902395],0.091,66.97935128211975
97,[0.39988698 0.11066501 0.64235531],0,0
98,[0.73332486 0.96881764 0.13923521],0,0
99,[0.76422068 0.24190197 0.47432229],0,0
100,[0.30766262 0.52995553 0.38812349],0,0
101,[0.71157254 0.68474178 0.11194588],0,0
102,[0.77841946 0.03104519 0.75146653],0.123,68.00675225257874
103,[0.427071   0.38576561 0.01485723],0.083,66.48845338821411
104,[0.67032775 0.26920636 0.5204695 ],0,0
105,[0.61563074 0.94616694 0.75717857],0,0
106,[0.95961866 0.35338211 0.27647651],0,0
107,[0.98689471 0.39069188 0.28909442],0,0
108,[0.63638019 0.76741162 0.71345504],0,0
109,[0.41070626 0.44262632 0.98914971],0,0
110,[0.76149826 0.36246194 0.00575219],0,0
111,[0.52135335 0.40280388 0.20690771],0,0
112,[0.04667986 0.71417268 0.529144  ],0,0
113,[0.86476253 0.76120369 0.7993691 ],0,0
114,[0.91542726 0.82968993 0.90241525],0,0
