instance_idx,instance,epsilon,runtime
0,"[0.14756713 0.65925341 0.35126358 0.1690323  0.43011728 0.38646244
 0.46035566 0.88112475 0.92036269 0.22724809]",0,0
1,"[0.81675983 0.52576525 0.25083666 0.92941039 0.99914298 0.62482119
 0.11645274 0.82317227 0.76528024 0.87979759]",0,0
2,"[0.39245089 0.5322015  0.50471535 0.76040972 0.62627905 0.82610164
 0.51550339 0.59005296 0.96352569 0.79183791]",0,0
3,"[0.4189471  0.29067798 0.26262098 0.12704614 0.11042139 0.48109103
 0.7828717  0.86735875 0.96757878 0.5819738 ]",0,0
4,"[0.86811526 0.31986484 0.72359257 0.45121126 0.58382232 0.85165228
 0.65712225 0.07481932 0.6349692  0.35563249]",0,0
5,"[0.9224538  0.41399503 0.08284188 0.79619057 0.91908784 0.49213029
 0.16718427 0.8661114  0.3399364  0.24568788]",0,0
6,"[0.12030698 0.3638795  0.70019376 0.99698967 0.21115149 0.61751933
 0.27004025 0.86183011 0.48732553 0.683659  ]",0,0
7,"[0.0094446  0.16574091 0.69235458 0.76082006 0.57771868 0.04917083
 0.74677679 0.84907099 0.85608108 0.75050976]",0,0
8,"[0.19022496 0.64342134 0.33906792 0.80945154 0.23205089 0.26344787
 0.08566906 0.28002735 0.77778771 0.82501856]",0,0
9,"[0.56249312 0.34958816 0.94017507 0.68222868 0.31326882 0.83072316
 0.44254627 0.47050517 0.47688913 0.47509559]",0,0
10,"[0.45002255 0.17628911 0.56830303 0.07062439 0.02983021 0.21042778
 0.8788092  0.68261331 0.72199781 0.09197772]",0,0
11,"[0.4497288  0.07685303 0.37944461 0.94814303 0.89031025 0.61394853
 0.35260722 0.60170578 0.57533616 0.46199013]",0,0
12,"[0.73223919 0.69848388 0.10161869 0.5245034  0.97797595 0.64730454
 0.67390446 0.47803903 0.42479355 0.98649711]",0,0
13,"[0.51383793 0.66264369 0.69113715 0.97786152 0.26263392 0.2082218
 0.35843642 0.33493616 0.91295776 0.2084864 ]",0,0
14,"[0.45858114 0.41872954 0.32286741 0.32069604 0.83688423 0.01472156
 0.06637614 0.80682015 0.72392242 0.42449606]",0,0
15,"[0.43366392 0.35636026 0.59138225 0.33664236 0.58879052 0.04102567
 0.98912908 0.01307148 0.47194529 0.37620292]",0,0
16,"[0.18571259 0.32793138 0.18930179 0.54538971 0.99846897 0.96407327
 0.23001857 0.70988697 0.56344539 0.76427216]",0,0
17,"[0.90713518 0.05371387 0.04187095 0.46261166 0.0607338  0.17425293
 0.95386768 0.18051435 0.76183099 0.84385542]",0,0
18,"[0.32735298 0.53400627 0.57062794 0.53323588 0.36284786 0.88624864
 0.45865773 0.38010067 0.47611971 0.8424265 ]",0,0
19,"[0.35540305 0.72200423 0.09606558 0.48401079 0.46167524 0.39003259
 0.16632684 0.80238295 0.34257204 0.39360087]",0,0
20,"[0.18198292 0.38868252 0.28445005 0.18891735 0.83049319 0.61515454
 0.90928131 0.68882875 0.33265148 0.7824309 ]",0,0
21,"[0.07835794 0.28746394 0.52049033 0.12355822 0.08145657 0.6153802
 0.97587321 0.58700073 0.99710946 0.48569277]",0,0
22,"[0.8737838  0.81266851 0.97509149 0.58967589 0.75499622 0.5500632
 0.16522436 0.54077029 0.27819149 0.81242903]",0,0
23,"[0.28966512 0.02015029 0.19293984 0.95713831 0.92323595 0.43398445
 0.88380283 0.1908333  0.99937658 0.57055279]",0,0
24,"[0.54126223 0.62886312 0.70361407 0.77616945 0.92515013 0.02549769
 0.68072923 0.08909045 0.84717323 0.53078276]",0,0
25,"[0.88442457 0.92218438 0.51387099 0.68631018 0.68187    0.49309781
 0.76910676 0.16361704 0.23071443 0.61694926]",0,0
26,"[0.99784355 0.30656387 0.36683621 0.70103537 0.99116909 0.20536466
 0.39306193 0.90045371 0.84704577 0.41491831]",0,0
27,"[0.36832185 0.01326438 0.21888358 0.44880789 0.50383842 0.76895433
 0.61728601 0.22838941 0.39634748 0.24343643]",0,0
28,"[0.79799981 0.84812631 0.71934136 0.26526006 0.74369718 0.53916006
 0.78854651 0.57983356 0.64044344 0.1263964 ]",0,0
29,"[0.25845025 0.66348804 0.41351443 0.22158093 0.76712458 0.69951877
 0.80505359 0.99386908 0.39936906 0.59837271]",0,0
30,"[0.41932707 0.02061728 0.71283954 0.39106699 0.18791918 0.75123254
 0.40858213 0.50629723 0.60010078 0.45284242]",0,0
31,"[0.46534294 0.80777637 0.32670131 0.18891058 0.26106848 0.35133713
 0.14253364 0.46921911 0.57810893 0.99448583]",0,0
32,"[0.37605253 0.85667051 0.16233271 0.5128169  0.42610654 0.84187689
 0.55658803 0.99963393 0.85940308 0.91772571]",0,0
33,"[0.9728543  0.18627395 0.06550087 0.61375514 0.59090408 0.16958168
 0.4299317  0.40985709 0.45969329 0.35959665]",0,0
34,"[0.86024699 0.98413169 0.03563836 0.77018428 0.73917535 0.29548148
 0.57750223 0.29328253 0.86151027 0.33665193]",0,0
35,"[0.22156468 0.9490663  0.16593356 0.40943503 0.69869219 0.39782045
 0.78547741 0.17441393 0.99148685 0.51593345]",0,0
36,"[0.50212681 0.94394418 0.99332359 0.39761896 0.39577267 0.34769038
 0.07697798 0.13857996 0.76168832 0.10784152]",0,0
37,"[0.3099881  0.12593881 0.63490812 0.26105585 0.61064965 0.45152634
 0.62305605 0.08932881 0.73620878 0.19467278]",0,0
38,"[0.54435088 0.4638462  0.52683    0.65135619 0.96540411 0.28765344
 0.00633902 0.56103378 0.34144258 0.50032506]",0,0
39,"[0.88830943 0.56378178 0.69237454 0.59884963 0.28208531 0.11957068
 0.5565926  0.16924878 0.57778624 0.91072923]",0,0
40,"[0.97901938 0.36916457 0.37213874 0.19456295 0.76027376 0.07091507
 0.16178008 0.27388598 0.9601767  0.93072428]",0,0
41,"[0.67693766 0.93494857 0.35943335 0.14102027 0.21545992 0.41382262
 0.33330806 0.31790217 0.54269747 0.92726098]",0,0
