instance_idx,instance,epsilon,runtime
0,[0. 0. 0.],0.353,66.87054753303528
1,[1. 1. 0.],0,0
2,[0.         0.09891086 0.        ],0,0
3,[0.67361684 0.06469639 1.        ],0,0
4,[0. 0. 0.],0,0
5,[0.8194931  0.6325618  0.43391556],0,0
6,[0.2995156 1.        0.3570796],0,0
7,[0.16156143 0.53331664 0.24418034],0,0
8,[0.04737895 1.         0.67020519],0,0
9,[0.69636957 1.         0.34659337],0,0
10,[0.361897   0.33327591 0.35782781],0.009,61.71048092842102
11,[0.70122425 0.         0.42532738],0,0
12,[0.54441975 0.38701308 0.        ],0,0
13,[0.74299952 0.00333961 0.57155664],0,0
14,[0.097246   0.0320388  0.16747695],0,0
15,[0.         0.16467123 0.69845529],0,0
16,[0.77197447 0.40672953 0.66423947],0,0
17,[0.47701849 0.56161366 0.89970387],0,0
18,[0.28611558 0.98577959 0.70500007],0,0
19,[0.71975135 0.         0.06552104],0.007,53.615747690200806
20,[0.         0.38769895 0.9736552 ],0,0
21,[0.94588541 0.94994753 0.10219326],0,0
22,[0.75531846 0.87681929 0.82949607],0,0
23,[0.85230418 0.15330096 0.16535992],0,0
24,[0.8526696  0.83544767 0.91713734],0,0
25,[0.46467602 1.         0.12382837],0,0
26,[1.         0.99423145 0.33257186],0,0
27,[0.03843759 0.61404936 0.70302503],0,0
28,[0.34414784 0.05833429 0.27053686],0,0
29,[0.85664522 0.09583403 0.96434361],0,0
30,[0.23566975 0.22463204 0.09515665],0,0
31,[1.         1.         0.31318646],0,0
32,[0.06704894 0.72322649 0.91200197],0,0
33,[0.         0.70058783 0.87949501],0,0
34,[0.46103758 0.62945556 0.82424115],0,0
35,[0.23367442 0.29862344 0.6726877 ],0,0
36,[0.55755459 0.5914401  0.32919894],0,0
37,[0.9545297  0.31527524 0.69215312],0,0
38,[0.9103422  0.44112149 0.03420201],0,0
39,[0.21496812 0.06741588 0.13301169],0,0
40,[0.1118089  0.37599098 0.36667993],0,0
41,[0.44923436 0.73639177 0.68985283],0,0
42,[0.696788   0.40040568 0.67527193],0,0
43,[0.55494183 0.13582093 0.5519949 ],0,0
44,[0.31606081 0.74846781 0.75103102],0,0
45,[0.23594432 0.47947306 0.45619189],0,58.72796559333801
46,[0.29391741 0.038608   0.02923182],0,0
47,[1.         0.8199999  0.43918858],0,0
48,[0.66742968 0.29386388 0.72533295],0,0
49,[0.95718687 0.85718377 0.46699801],0,0
50,[0.99055958 1.         0.03832519],0,0
51,[0.40756917 0.4869565  0.26575765],0,0
52,[0.61623078 0.15008653 0.76406243],0,0
53,[0.86221195 0.06072584 0.70608503],0,0
54,[0.25886199 0.69019548 0.70513361],0,0
