instance_idx,instance,epsilon,runtime
1000,[0.50451045 0.90765369 0.86386299],0.307,84.72941398620605
1001,[0.06718256 0.58063939 0.49826504],0.071,61.88009786605835
1002,[0.66145841 0.98632542 0.06452084],0.399,66.64493203163147
1003,[0.68338954 0.21811287 0.8697839 ],0.051,50.862372159957886
1004,[0.17000868 0.63682255 0.03366253],0.005,58.922510623931885
1005,[0.84105302 0.38835452 0.28904664],0.215,60.36423659324646
1006,[0.27858003 0.76816756 0.94867085],0.125,52.605770111083984
1007,[0.22601809 0.91967058 0.40595051],0.175,54.53245759010315
1008,[0.6829134  0.77544574 0.39009217],0.331,53.585045337677
1009,[0.61070128 0.40351683 0.87829537],0.107,52.11036467552185
1010,[0.98583943 0.91493132 0.32095685],0.399,63.03534817695618
1011,[0.19879937 0.01540088 0.24717835],0.291,65.0481812953949
1012,[0.50695579 0.93147772 0.95300211],0.321,62.655996322631836
1013,[0.01754159 0.88996103 0.41901706],0.095,62.651230335235596
1014,[0.1990481  0.84189186 0.62512761],0.123,61.420870542526245
1015,[0.18826856 0.73258479 0.12838999],0.063,52.253135681152344
1016,[0.64934434 0.64683532 0.55421517],0.249,64.90165567398071
1017,[0.45583618 0.72597653 0.00628689],0.193,62.82477378845215
1018,[0.20553196 0.53774242 0.75821042],0.025,50.7430682182312
1019,[0.22685544 0.05271815 0.67697803],0.257,53.66492557525635
1020,[0.35831574 0.53423687 0.08251737],0.047,62.61644506454468
1021,[0.7714789  0.65990631 0.45959141],0.317,63.69820046424866
1022,[0.47760659 0.87636934 0.04041699],0.279,63.10572052001953
1023,[0.53132927 0.19904566 0.18409992],0.033,59.51673698425293
1024,[0.12872341 0.53689697 0.89569557],0.063,51.43371844291687
1025,[0.27390277 0.36595019 0.34930621],0.077,60.5492057800293
1026,[0.03388633 0.7247486  0.76428895],0.017,60.81864953041077
1027,[0.16578496 0.48194035 0.80898845],0.073,63.16917681694031
1028,[0.07317398 0.35841419 0.80347378],0.181,56.36236929893494
1029,[0.54665027 0.31838541 0.29961087],0.033,60.75238037109375
1030,[0.68456886 0.46031967 0.72555155],0.173,64.40326881408691
1031,[0.80652139 0.41473075 0.60190851],0.211,61.27041745185852
1032,[0.92219324 0.37936412 0.03078965],0.251,52.54060387611389
1033,[0.41812247 0.56800013 0.91753752],0.095,62.36139988899231
1034,[0.54259628 0.39389779 0.88396928],0.069,53.45777702331543
1035,[0.48495227 0.04208644 0.46497679],0.135,63.46193742752075
1036,[0.00052387 0.20476326 0.51387354],0.293,64.0810751914978
1037,[0.96473031 0.32727721 0.71157512],0.245,62.01530909538269
1038,[0.45992707 0.07806683 0.28211613],0.129,61.56635022163391
1039,[0.16904031 0.88857689 0.17579992],0.131,52.936071157455444
1040,[0.05904291 0.18651611 0.46925294],0.273,64.8843719959259
1041,[0.85763179 0.51372403 0.42723461],0.285,63.836942195892334
1042,[0.29404882 0.62239878 0.32703559],0.059,60.74905586242676
1043,[0.88056687 0.56458404 0.75425688],0.323,64.55813503265381
1044,[0.3599441  0.72251926 0.26523121],0.143,63.080310583114624
1045,[0.95594522 0.91707488 0.54920126],0.399,65.0760452747345
1046,[0.93418331 0.3616695  0.85684177],0.247,61.90649628639221
1047,[0.20597875 0.38320676 0.24367042],0.103,58.46802759170532
1048,[0.79144389 0.6436446  0.92590087],0.319,53.78292369842529
1049,[0.96888718 0.8003945  0.96616113],0.399,65.56189036369324
1050,[0.06258866 0.11725325 0.1820789 ],0.307,54.883909940719604
1051,[0.06749423 0.00234817 0.19951507],0.363,55.6025230884552
1052,[0.10784151 0.15039898 0.6726433 ],0.267,64.70958185195923
1053,[0.19285529 0.50561835 0.69326748],0.047,60.81395983695984
1054,[0.444906   0.16580915 0.30850828],0.093,61.03620004653931
1055,[0.27348927 0.78477683 0.11417745],0.131,53.64264249801636
1056,[0.30542823 0.67042247 0.50914046],0.089,61.21204996109009
1057,[0.29023201 0.13405737 0.9724993 ],0.185,64.5039119720459
1058,[0.41271174 0.39676664 0.37171381],0.005,59.19712686538696
1059,[0.26082673 0.71495428 0.36993755],0.089,60.66264462471008
1060,[0.6110212  0.17472813 0.29534199],0.005,56.37536287307739
1061,[0.63756251 0.85732585 0.16746431],0.349,63.65116906166077
1062,[0.34490353 0.35335877 0.07367578],0.049,62.165992736816406
1063,[0.40132582 0.56133884 0.25091847],0.083,61.784733295440674
1064,[0.55255436 0.74466995 0.37530928],0.249,62.317375898361206
1065,[0.71196478 0.39020482 0.41503159],0.151,52.37982535362244
1066,[0.54817596 0.37312427 0.31693892],0.061,59.96285629272461
1067,[0.19110355 0.27641025 0.88840634],0.163,54.030969858169556
1068,[0.0400126  0.41497057 0.5495284 ],0.169,53.551668643951416
1069,[0.95027619 0.21167738 0.83498274],0.181,55.41856145858765
1070,[0.0493135  0.59933173 0.55733168],0.071,61.14889359474182
1071,[0.85002553 0.26505622 0.86500101],0.157,53.51510143280029
1072,[0.51013118 0.1164188  0.10495337],0.085,62.08968138694763
1073,[0.90162772 0.79041773 0.47075796],0.399,65.48932099342346
1074,[0.12054335 0.55284864 0.45766318],0.059,60.68293857574463
1075,[0.39131734 0.55296043 0.0057424 ],0.073,62.165067195892334
1076,[0.47971341 0.16168686 0.3811987 ],0.077,61.80863118171692
1077,[0.97861149 0.50241514 0.22268736],0.341,62.97422242164612
1078,[0.65903846 0.67396423 0.49586209],0.267,62.203575134277344
1079,[0.30802661 0.6777832  0.97450919],0.095,62.10979390144348
1080,[0.4551106  0.98624502 0.26465745],0.323,63.082966566085815
1081,[0.56086341 0.87238255 0.90632204],0.319,54.54855918884277
