instance_idx,instance,epsilon,runtime
2000,[0.41955065 0.91218118 0.3561136 ],0.227,60.847039461135864
2001,[0.28987858 0.5296209  0.93671528],0.033,59.60085678100586
2002,[0.51391351 0.76649311 0.18329671],0.203,59.517388343811035
2003,[0.09450956 0.75267672 0.54392862],0.013000000000000001,49.193644285202026
2004,[0.87252957 0.8268834  0.68524891],0.399,63.4229302406311
2005,[0.30109593 0.68547999 0.68862997],0.051000000000000004,50.1314697265625
2006,[0.09583447 0.58006418 0.8236607 ],0.101,50.55268096923828
2007,[0.0128896  0.51817728 0.37315136],0.167,61.98999071121216
2008,[0.48494285 0.34028801 0.91117441],0.031,51.49177074432373
2009,[0.10241964 0.15449681 0.22118026],0.303,59.94396948814392
2010,[0.18842802 0.89713062 0.61367696],0.10300000000000001,59.926573753356934
2011,[0.83149811 0.52566069 0.53230656],0.23500000000000001,61.883997201919556
2012,[0.55116394 0.75635561 0.11398383],0.217,60.99877142906189
2013,[0.4605325  0.07632833 0.81918856],0.17300000000000001,63.53152322769165
2014,[0.92350179 0.47951789 0.31168215],0.259,61.64596247673035
2015,[0.36259895 0.81709837 0.89010305],0.14500000000000002,61.589173316955566
2016,[0.59770486 0.76363971 0.34216794],0.241,63.633784532547
2017,[0.70996345 0.02867907 0.81491594],0.07300000000000001,60.99128580093384
2018,[0.22237281 0.85688194 0.14238959],0.10500000000000001,59.69038534164429
2019,[0.22658986 0.12528088 0.13024288],0.257,52.69522142410278
2020,[0.07860412 0.69085536 0.7843574 ],0.055,59.1447012424469
2021,[0.07773436 0.77474444 0.75764934],0.013000000000000001,49.48801946640015
2022,[0.04251213 0.10775097 0.79338704],0.361,63.65814709663391
2023,[0.51352616 0.05919019 0.11894161],0.147,61.645612478256226
2024,[0.25303081 0.06617356 0.66786013],0.277,61.54044437408447
2025,[0.75462375 0.78242431 0.92048882],0.323,62.83449029922485
2026,[0.20541429 0.90124949 0.18483174],0.117,61.597665309906006
2027,[0.35156283 0.09070987 0.84621786],0.219,52.76890015602112
2028,[0.94193904 0.94887469 0.34796204],0.399,64.43289089202881
2029,[0.16056551 0.50063783 0.72885605],0.107,52.03971290588379
2030,[0.24183963 0.57025115 0.09911589],0.025,49.89062762260437
2031,[0.57818776 0.01390122 0.21706293],0.139,60.57892060279846
2032,[0.1915591  0.28182132 0.90204249],0.203,58.71681594848633
2033,[0.53717606 0.9736674  0.09869573],0.317,62.314738750457764
