instance_idx,instance,epsilon,runtime
2000,[0.18931627 0.36020063 0.26557572],0.121,65.13606238365173
2001,[0.13638014 0.00757703 0.95525567],0.309,65.92012000083923
2002,[0.44427536 0.66137214 0.56545716],0.155,66.16667938232422
2003,[0.70174243 0.89085911 0.32882379],0.389,68.5055603981018
2004,[0.65708523 0.01483171 0.29650273],0.059000000000000004,63.92597222328186
2005,[0.02602115 0.44355376 0.8570036 ],0.147,66.94797039031982
2006,[0.89327662 0.6709784  0.84597503],0.387,59.78336834907532
2007,[0.47281083 0.08229032 0.46482208],0.113,55.382216691970825
2008,[0.71829168 0.2252186  0.12759536],0.067,65.33851146697998
2009,[0.98480848 0.4464306  0.64826393],0.317,67.25535488128662
2010,[0.99239253 0.69828538 0.41396228],0.399,70.08422827720642
2011,[0.54024197 0.49644585 0.45093849],0.11900000000000001,57.86756110191345
2012,[0.56769143 0.30913922 0.11445442],0.035,65.1170928478241
2013,[0.96302848 0.90390682 0.68763947],0.399,70.16249322891235
2014,[0.44120947 0.89046342 0.46520261],0.263,57.65141201019287
2015,[0.6428871  0.92543599 0.17798747],0.377,67.63406562805176
2016,[0.76571697 0.93397781 0.41101979],0.399,70.00605797767639
2017,[0.56106444 0.3309926  0.93115596],0.059000000000000004,64.26148128509521
2018,[0.33548757 0.24330424 0.3918675 ],0.10300000000000001,63.041537284851074
2019,[0.09672254 0.15934856 0.09657783],0.269,58.18213152885437
2020,[0.71151542 0.33211311 0.03702676],0.115,64.85297751426697
2021,[0.69093985 0.29899067 0.8105682 ],0.10500000000000001,64.71348738670349
2022,[0.9179813  0.58536873 0.93214849],0.359,67.15371227264404
2023,[0.92319418 0.39278718 0.71269688],0.263,57.85126566886902
2024,[0.01976758 0.63277014 0.96861932],0.057,55.36677408218384
2025,[0.56957488 0.29703322 0.5395927 ],0.039,64.7109763622284
2026,[0.38189597 0.29540422 0.44885991],0.055,63.270512342453
2027,[0.22532195 0.47397544 0.23823457],0.049,66.0539698600769
2028,[0.01790964 0.02220054 0.42353232],0.367,67.94817972183228
2029,[0.29844779 0.03919309 0.81657086],0.213,55.19593834877014
2030,[0.09798694 0.30822109 0.82237911],0.179,67.09249901771545
2031,[0.7351683  0.42853401 0.76685987],0.189,66.88098120689392
2032,[0.25936601 0.4219022  0.81154297],0.045,65.4533486366272
2033,[0.31155691 0.80395363 0.43676262],0.157,58.09133577346802
2034,[0.70360675 0.17927358 0.45452031],0.045,65.31765365600586
