instance_idx,instance,epsilon,runtime
0,"[0.21863797 0.50535529 0.02653597 0.19883765 0.64988444 0.54494148
 0.22044062 0.58926568 0.80943046 0.00649876]",0.081,57.713658571243286
1,"[0.69813939 0.34025052 0.1554795  0.95721307 0.33659455 0.09274584
 0.09671638 0.84749437 0.60372603 0.80712827]",0.14500000000000002,68.25582814216614
2,"[0.53622809 0.97311576 0.37853438 0.55204063 0.82940466 0.61851975
 0.8617069  0.57735215 0.70457184 0.04582438]",0.187,58.966644287109375
3,"[0.28938796 0.07979198 0.23279089 0.10100143 0.2779736  0.63568444
 0.36483218 0.37018097 0.20950703 0.26697782]",0.165,67.26464295387268
4,"[0.64803539 0.60913101 0.17113865 0.7291268  0.16340249 0.37945544
 0.98952335 0.63999976 0.55694974 0.68461425]",0.043000000000000003,66.05930495262146
5,"[0.77599991 0.22904807 0.03210024 0.31545305 0.26774088 0.21098284
 0.94290971 0.87636763 0.31467788 0.65543867]",0.009000000000000001,63.10402297973633
6,"[0.91454759 0.45885185 0.26488017 0.24662751 0.56136813 0.26274161
 0.58458599 0.89782288 0.39940051 0.21932076]",0.021,64.91147470474243
7,"[0.50952629 0.09090941 0.04711638 0.10964913 0.62744604 0.79207936
 0.42215997 0.06352771 0.38161929 0.99612138]",0.009000000000000001,62.951616525650024
8,"[0.97107838 0.8607797  0.01148102 0.72072182 0.68171037 0.53697033
 0.26682519 0.6409618  0.11155217 0.43476525]",0.005,62.82603311538696
9,"[0.95381593 0.87585294 0.26338905 0.50058611 0.17865188 0.91262784
 0.87051857 0.29844479 0.63894949 0.60897021]",0.167,68.41160178184509
10,"[7.62510800e-01 5.39379030e-01 7.78626479e-01 5.30353672e-01
 5.71896128e-04 3.24156057e-01 1.94767424e-02 9.29098616e-01
 8.78721878e-01 8.31665529e-01]",0.121,66.64093446731567
11,"[0.05792517 0.8780096  0.94694945 0.08565345 0.48599046 0.06921252
 0.76060217 0.76583443 0.12839146 0.47528238]",0.135,68.8719482421875
12,"[0.26505663 0.87243304 0.42313794 0.21179821 0.53929609 0.72993107
 0.20115106 0.31171629 0.99514936 0.64987806]",0.021,64.13644075393677
13,"[0.51757584 0.1210042  0.22469734 0.33808556 0.58830872 0.23011473
 0.22021738 0.07099309 0.63110296 0.22894178]",0.10300000000000001,65.39205551147461
14,"[0.8596354  0.07085735 0.23800463 0.66897778 0.21423681 0.13231185
 0.93551424 0.57104309 0.47267103 0.78461942]",0.023,65.82454228401184
15,"[0.19040991 0.09693081 0.43105118 0.42357862 0.46702467 0.72907585
 0.67336455 0.98416521 0.09841787 0.40262128]",0.043000000000000003,65.4863052368164
16,"[0.86167254 0.24865633 0.19020891 0.44861355 0.42188164 0.27854514
 0.24980645 0.9232656  0.44313075 0.8613491 ]",0.07300000000000001,67.6788911819458
17,"[0.05058833 0.99928247 0.83602759 0.96899626 0.92636698 0.84869573
 0.16631111 0.48564113 0.2137473  0.40104029]",0.001,61.243300676345825
18,"[0.37897312 0.98530884 0.26520306 0.7840706  0.45500837 0.42300749
 0.95731764 0.99542269 0.55576832 0.71840828]",0.067,65.91687631607056
19,"[0.29670783 0.96870936 0.57918029 0.5421952  0.74797556 0.05716527
 0.58417759 0.50285038 0.85271989 0.15743273]",0.005,62.858842611312866
20,"[0.08011147 0.18582496 0.59503511 0.67521255 0.2352039  0.11988661
 0.89028731 0.24621535 0.59451915 0.61938151]",0.083,66.6644811630249
21,"[0.58367229 0.52278272 0.93470626 0.2042592  0.7161918  0.23868595
 0.39578585 0.67169022 0.29999708 0.3161772 ]",0.025,55.180439472198486
22,"[0.07254311 0.45828552 0.99845444 0.99609645 0.07326072 0.21315431
 0.26520041 0.93325938 0.88086417 0.87927024]",0.185,69.33574795722961
23,"[0.15774683 0.83374495 0.70353993 0.61167777 0.98723306 0.65397632
 0.00782311 0.81710414 0.29937875 0.66338871]",0.061,66.86697006225586
24,"[0.13429111 0.11542867 0.10703598 0.55322364 0.27234821 0.60482983
 0.71761219 0.20359731 0.63423796 0.2639839 ]",0.055,65.83892917633057
25,"[0.90533649 0.84610371 0.09229847 0.42357577 0.27668022 0.00354569
 0.77111922 0.63711338 0.26195526 0.74123091]",0.053000000000000005,64.78891706466675
